"date","symb","pct_change"
"1/14/2011","AA",-4.42849
"1/21/2011","AA",-2.47066
"1/28/2011","AA",1.63831
"1/7/2011","AA",3.79267
"2/11/2011","AA",0.230814
"2/18/2011","AA",-0.632547
"2/25/2011","AA",-1.76678
"2/4/2011","AA",5.93325
"3/11/2011","AA",-3.31725
"3/18/2011","AA",1.00313
"3/25/2011","AA",4.33455
"3/4/2011","AA",-1.36823
"4/1/2011","AA",1.98482
"4/15/2011","AA",-8.52713
"4/21/2011","AA",3.72861
"4/29/2011","AA",0.354191
"4/8/2011","AA",2.87026
"5/13/2011","AA",-0.34965
"5/20/2011","AA",-4.35294
"5/27/2011","AA",3.25815
"5/6/2011","AA",-0.694847
"6/10/2011","AA",-4.0201
"6/17/2011","AA",-3.72793
"6/24/2011","AA",3.81731
"6/3/2011","AA",-4.8416
"1/14/2011","AXP",4.63801
"1/21/2011","AXP",-0.0651749
"1/28/2011","AXP",-4.7557
"1/7/2011","AXP",2.44804
"2/11/2011","AXP",6.34668
"2/18/2011","AXP",-1.91728
"2/25/2011","AXP",-3.13752
"2/4/2011","AXP",-0.70247
"3/11/2011","AXP",0.957592
"3/18/2011","AXP",0.706794
"3/25/2011","AXP",1.87709
"3/4/2011","AXP",-0.0228676
"4/1/2011","AXP",-0.395257
"4/15/2011","AXP",-0.237274
"4/21/2011","AXP",2.74809
"4/29/2011","AXP",4.00509
"4/8/2011","AXP",1.46898
"5/13/2011","AXP",-1.13863
"5/20/2011","AXP",3.58155
"5/27/2011","AXP",0.768624
"5/6/2011","AXP",1.68118
"6/10/2011","AXP",-2.82923
"6/17/2011","AXP",1.12594
"6/24/2011","AXP",-0.0206825
"6/3/2011","AXP",-4.10586
"1/14/2011","BA",0.93633
"1/21/2011","BA",1.15721
"1/28/2011","BA",-3.2019
"1/7/2011","BA",4.88284
"2/11/2011","BA",0.99398
"2/18/2011","BA",0.467675
"2/25/2011","BA",-0.0691085
"2/4/2011","BA",3.06093
"3/11/2011","BA",0.0558659
"3/18/2011","BA",-2.90853
"3/25/2011","BA",4.33917
"3/4/2011","BA",-0.92452
"4/1/2011","BA",0.693878
"4/15/2011","BA",-1.42566
"4/21/2011","BA",3.74037
"4/29/2011","BA",5.65488
"4/8/2011","BA",0.122649
"5/13/2011","BA",-0.353045
"5/20/2011","BA",-1.44928
"5/27/2011","BA",0.574788
"5/6/2011","BA",-1.29434
"6/10/2011","BA",-2.76886
"6/17/2011","BA",1.50561
"6/24/2011","BA",-3.65062
"6/3/2011","BA",-3.80463
"1/14/2011","BAC",7.62174
"1/21/2011","BAC",-5.50398
"1/28/2011","BAC",-4.5614
"1/7/2011","BAC",2.88809
"2/11/2011","BAC",1.79187
"2/18/2011","BAC",-0.13541
"2/25/2011","BAC",-1.25174
"2/4/2011","BAC",4.23049
"3/11/2011","BAC",1.41044
"3/18/2011","BAC",-1.54278
"3/25/2011","BAC",-6.05634
"3/4/2011","BAC",-1.05116
"4/1/2011","BAC",-0.372578
"4/15/2011","BAC",-5.03704
"4/21/2011","BAC",-2.22399
"4/29/2011","BAC",-0.324675
"4/8/2011","BAC",0.597015
"5/13/2011","BAC",-2.85016
"5/20/2011","BAC",-2.60723
"5/27/2011","BAC",1.91805
"5/6/2011","BAC",-0.404531
"6/10/2011","BAC",-3.39893
"6/17/2011","BAC",-1.92837
"6/24/2011","BAC",-0.661001
"6/3/2011","BAC",-4.97051
"1/14/2011","CAT",0.858277
"1/21/2011","CAT",-1.49745
"1/28/2011","CAT",3.20354
"1/7/2011","CAT",-0.688705
"2/11/2011","CAT",3.93495
"2/18/2011","CAT",2.22093
"2/25/2011","CAT",-2.72745
"2/4/2011","CAT",3.59929
"3/11/2011","CAT",-3.28757
"3/18/2011","CAT",2.40764
"3/25/2011","CAT",2.04864
"3/4/2011","CAT",0.311526
"4/1/2011","CAT",3.26821
"4/15/2011","CAT",-2.55408
"4/21/2011","CAT",3.63705
"4/29/2011","CAT",5.64811
"4/8/2011","CAT",-3.45495
"5/13/2011","CAT",-4.0343
"5/20/2011","CAT",-1.45461
"5/27/2011","CAT",3.25765
"5/6/2011","CAT",-5.07571
"6/10/2011","CAT",-3.45137
"6/17/2011","CAT",-1.01104
"6/24/2011","CAT",3.64805
"6/3/2011","CAT",-4.99013
"1/14/2011","CSCO",1.2894
"1/21/2011","CSCO",-2.35627
"1/28/2011","CSCO",0.431862
"1/7/2011","CSCO",2.54279
"2/11/2011","CSCO",-15.4229
"2/18/2011","CSCO",0.0530786
"2/25/2011","CSCO",-0.480513
"2/4/2011","CSCO",5.35117
"3/11/2011","CSCO",-2.23312
"3/18/2011","CSCO",-3.76193
"3/25/2011","CSCO",-0.346021
"3/4/2011","CSCO",-1.18153
"4/1/2011","CSCO",-1.84332
"4/15/2011","CSCO",-3.83964
"4/21/2011","CSCO",0.35545
"4/29/2011","CSCO",3.48494
"4/8/2011","CSCO",3.76249
"5/13/2011","CSCO",-3.70793
"5/20/2011","CSCO",-1.72414
"5/27/2011","CSCO",0.304692
"5/6/2011","CSCO",0.285551
"6/10/2011","CSCO",-5.73566
"6/17/2011","CSCO",-1.12285
"6/24/2011","CSCO",-0.0669344
"6/3/2011","CSCO",-3.49608
"1/14/2011","CVX",2.06707
"1/21/2011","CVX",0.903809
"1/28/2011","CVX",-0.55384
"1/7/2011","CVX",-0.512765
"2/11/2011","CVX",-0.853207
"2/18/2011","CVX",3.37173
"2/25/2011","CVX",2.89227
"2/4/2011","CVX",3.47363
"3/11/2011","CVX",-4.0242
"3/18/2011","CVX",3.67084
"3/25/2011","CVX",2.81148
"3/4/2011","CVX",1.43723
"4/1/2011","CVX",1.80451
"4/15/2011","CVX",-3.18936
"4/21/2011","CVX",3.03001
"4/29/2011","CVX",1.92791
"4/8/2011","CVX",1.0505
"5/13/2011","CVX",-0.83293
"5/20/2011","CVX",0.529256
"5/27/2011","CVX",2.05676
"5/6/2011","CVX",-6.0285
"6/10/2011","CVX",-1.21903
"6/17/2011","CVX",-0.869652
"6/24/2011","CVX",-0.9911
"6/3/2011","CVX",-3.45091
"1/14/2011","DD",3.10559
"1/21/2011","DD",-2.38239
"1/28/2011","DD",3.81916
"1/7/2011","DD",-0.579421
"2/11/2011","DD",3.72482
"2/18/2011","DD",2.8288
"2/25/2011","DD",-1.60146
"2/4/2011","DD",4.74576
"3/11/2011","DD",-2.21811
"3/18/2011","DD",-0.357277
"3/25/2011","DD",0.557621
"3/4/2011","DD",-0.645518
"4/1/2011","DD",1.99593
"4/15/2011","DD",-1.00992
"4/21/2011","DD",3.00295
"4/29/2011","DD",1.97522
"4/8/2011","DD",-0.18018
"5/13/2011","DD",-3.69494
"5/20/2011","DD",0
"5/27/2011","DD",1.56522
"5/6/2011","DD",-3.17263
"6/10/2011","DD",-1.0338
"6/17/2011","DD",-0.919448
"6/24/2011","DD",4.9697
"6/3/2011","DD",-5.43437
"1/14/2011","DIS",0.717765
"1/21/2011","DIS",1.71487
"1/28/2011","DIS",-1.99294
"1/7/2011","DIS",4.531
"2/11/2011","DIS",6.39706
"2/18/2011","DIS",0.85668
"2/25/2011","DIS",0.280177
"2/4/2011","DIS",4.27766
"3/11/2011","DIS",-1.37836
"3/18/2011","DIS",-3.30675
"3/25/2011","DIS",3.64206
"3/4/2011","DIS",1.23199
"4/1/2011","DIS",-0.787219
"4/15/2011","DIS",-0.574713
"4/21/2011","DIS",3.17305
"4/29/2011","DIS",1.79499
"4/8/2011","DIS",-2.58922
"5/13/2011","DIS",-4.15512
"5/20/2011","DIS",0.581677
"5/27/2011","DIS",0.899149
"5/6/2011","DIS",-0.943179
"6/10/2011","DIS",-1.73558
"6/17/2011","DIS",-1.52731
"6/24/2011","DIS",-0.713342
"6/3/2011","DIS",-6.01432
"1/14/2011","GE",1.12843
"1/21/2011","GE",4.00421
"1/28/2011","GE",1.35474
"1/7/2011","GE",-0.3245
"2/11/2011","GE",2.6962
"2/18/2011","GE",-0.32543
"2/25/2011","GE",-0.287356
"2/4/2011","GE",2.13612
"3/11/2011","GE",-0.196078
"3/18/2011","GE",-3.55711
"3/25/2011","GE",0.355691
"3/4/2011","GE",-2.7685
"4/1/2011","GE",2.67542
"4/15/2011","GE",-0.988142
"4/21/2011","GE",0.91047
"4/29/2011","GE",1.53923
"4/8/2011","GE",-2.60492
"5/13/2011","GE",-0.400601
"5/20/2011","GE",-1.15869
"5/27/2011","GE",0.621118
"5/6/2011","GE",-3.33333
"6/10/2011","GE",-2.08445
"6/17/2011","GE",0.983069
"6/24/2011","GE",-2.01745
"6/3/2011","GE",-4.36992
"1/14/2011","HD",5.0644
"1/21/2011","HD",1.50125
"1/28/2011","HD",0.658256
"1/7/2011","HD",-2.32955
"2/11/2011","HD",1.84783
"2/18/2011","HD",2.69549
"2/25/2011","HD",-5.64885
"2/4/2011","HD",-0.888769
"3/11/2011","HD",-0.322061
"3/18/2011","HD",-2.49187
"3/25/2011","HD",3.11381
"3/4/2011","HD",0.188425
"4/1/2011","HD",0.266951
"4/15/2011","HD",1.92256
"4/21/2011","HD",0.265252
"4/29/2011","HD",-1.22308
"4/8/2011","HD",-0.0533618
"5/13/2011","HD",0.216626
"5/20/2011","HD",0.981194
"5/27/2011","HD",0
"5/6/2011","HD",-1.20192
"6/10/2011","HD",-3.06979
"6/17/2011","HD",3.19785
"6/24/2011","HD",2.30388
"6/3/2011","HD",-4.28413
"1/14/2011","HPQ",3.09853
"1/21/2011","HPQ",2.36238
"1/28/2011","HPQ",-2.52731
"1/7/2011","HPQ",6.79773
"2/11/2011","HPQ",1.94928
"2/18/2011","HPQ",0.454076
"2/25/2011","HPQ",-10.2796
"2/4/2011","HPQ",4.44836
"3/11/2011","HPQ",-2.72727
"3/18/2011","HPQ",0.0242072
"3/25/2011","HPQ",1.62485
"3/4/2011","HPQ",-1.04505
"4/1/2011","HPQ",-3.39463
"4/15/2011","HPQ",-1.10538
"4/21/2011","HPQ",2.57758
"4/29/2011","HPQ",-1.68047
"4/8/2011","HPQ",0.123001
"5/13/2011","HPQ",-0.931601
"5/20/2011","HPQ",-10.4975
"5/27/2011","HPQ",3.87858
"5/6/2011","HPQ",0.294913
"6/10/2011","HPQ",-2.05613
"6/17/2011","HPQ",-0.370054
"6/24/2011","HPQ",0.316183
"6/3/2011","HPQ",-3.13841
"1/14/2011","IBM",2.04082
"1/21/2011","IBM",3.79122
"1/28/2011","IBM",2.43855
"1/7/2011","IBM",0.489097
"2/11/2011","IBM",-0.140176
"2/18/2011","IBM",0.401998
"2/25/2011","IBM",-0.788653
"2/4/2011","IBM",3.02802
"3/11/2011","IBM",0.513614
"3/18/2011","IBM",-3.27004
"3/25/2011","IBM",2.87998
"3/4/2011","IBM",-0.326435
"4/1/2011","IBM",1.68998
"4/15/2011","IBM",1.69481
"4/21/2011","IBM",2.21088
"4/29/2011","IBM",1.74769
"4/8/2011","IBM",-0.225033
"5/13/2011","IBM",0.908605
"5/20/2011","IBM",0.206113
"5/27/2011","IBM",-0.593472
"5/6/2011","IBM",-1.8709
"6/10/2011","IBM",-0.958971
"6/17/2011","IBM",0
"6/24/2011","IBM",0.836897
"6/3/2011","IBM",-2.01259
"1/14/2011","INTC",1.78658
"1/21/2011","INTC",-0.998573
"1/28/2011","INTC",2.0447
"1/7/2011","INTC",-1.66587
"2/11/2011","INTC",0.0919963
"2/18/2011","INTC",2.35784
"2/25/2011","INTC",-0.410023
"2/4/2011","INTC",0.603248
"3/11/2011","INTC",-3.78054
"3/18/2011","INTC",-3.5334
"3/25/2011","INTC",2.36181
"3/4/2011","INTC",-0.873563
"4/1/2011","INTC",-3.5225
"4/15/2011","INTC",-1.59442
"4/21/2011","INTC",9.88223
"4/29/2011","INTC",8.32943
"4/8/2011","INTC",1.1622
"5/13/2011","INTC",1.21055
"5/20/2011","INTC",-0.428816
"5/27/2011","INTC",-3.09773
"5/6/2011","INTC",0.999131
"6/10/2011","INTC",-1.92661
"6/17/2011","INTC",-1.11993
"6/24/2011","INTC",0.0471921
"6/3/2011","INTC",-3.20713
"1/14/2011","JNJ",0.417402
"1/21/2011","JNJ",0.723356
"1/28/2011","JNJ",-4.07609
"1/7/2011","JNJ",-0.0479004
"2/11/2011","JNJ",-0.295664
"2/18/2011","JNJ",0.692042
"2/25/2011","JNJ",-1.71391
"2/4/2011","JNJ",1.13032
"3/11/2011","JNJ",-2.2917
"3/18/2011","JNJ",-1.54648
"3/25/2011","JNJ",0.528379
"3/4/2011","JNJ",1.88553
"4/1/2011","JNJ",0.8647
"4/15/2011","JNJ",1.71313
"4/21/2011","JNJ",5.98842
"4/29/2011","JNJ",3.25216
"4/8/2011","JNJ",-0.0672269
"5/13/2011","JNJ",2.31915
"5/20/2011","JNJ",-1.08417
"5/27/2011","JNJ",2.42368
"5/6/2011","JNJ",-0.986044
"6/10/2011","JNJ",0.333991
"6/17/2011","JNJ",-0.0452352
"6/24/2011","JNJ",-1.54358
"6/3/2011","JNJ",-1.81251
"1/14/2011","JPM",3.79015
"1/21/2011","JPM",0.599733
"1/28/2011","JPM",-1.48197
"1/7/2011","JPM",1.48837
"2/11/2011","JPM",4.06704
"2/18/2011","JPM",4.34783
"2/25/2011","JPM",-1.10169
"2/4/2011","JPM",0.405314
"3/11/2011","JPM",0.263043
"3/18/2011","JPM",0.704535
"3/25/2011","JPM",-0.907519
"3/4/2011","JPM",-2.75582
"4/1/2011","JPM",0.542299
"4/15/2011","JPM",-4.48936
"4/21/2011","JPM",0.926135
"4/29/2011","JPM",2.19485
"4/8/2011","JPM",1.56114
"5/13/2011","JPM",-3.57542
"5/20/2011","JPM",0.372353
"5/27/2011","JPM",0.919811
"5/6/2011","JPM",-1.95908
"6/10/2011","JPM",-0.121655
"6/17/2011","JPM",-1.18673
"6/24/2011","JPM",-2.49383
"6/3/2011","JPM",-3.86216
"1/14/2011","KO",0.685805
"1/21/2011","KO",-0.696092
"1/28/2011","KO",-1.04979
"1/7/2011","KO",-4.49302
"2/11/2011","KO",1.43609
"2/18/2011","KO",1.38213
"2/25/2011","KO",1.49937
"2/4/2011","KO",0.385109
"3/11/2011","KO",-0.780772
"3/18/2011","KO",-2.54896
"3/25/2011","KO",3.31063
"3/4/2011","KO",1.62069
"4/1/2011","KO",3.09816
"4/15/2011","KO",1.13011
"4/21/2011","KO",0.458783
"4/29/2011","KO",-0.721118
"4/8/2011","KO",0.0743826
"5/13/2011","KO",1.97427
"5/20/2011","KO",0.293686
"5/27/2011","KO",-1.59787
"5/6/2011","KO",-1.26919
"6/10/2011","KO",-0.183178
"6/17/2011","KO",0.798771
"6/24/2011","KO",-0.673092
"6/3/2011","KO",-2.10636
"1/14/2011","KRFT",1.39114
"1/21/2011","KRFT",-0.191022
"1/28/2011","KRFT",-2.73973
"1/7/2011","KRFT",-1.79471
"2/11/2011","KRFT",-1.66774
"2/18/2011","KRFT",0.782524
"2/25/2011","KRFT",3.22266
"2/4/2011","KRFT",2.16181
"3/11/2011","KRFT",0.443599
"3/18/2011","KRFT",-1.65027
"3/25/2011","KRFT",1.55945
"3/4/2011","KRFT",-0.754243
"4/1/2011","KRFT",0.829346
"4/15/2011","KRFT",5.13709
"4/21/2011","KRFT",2.01711
"4/29/2011","KRFT",0.418535
"4/8/2011","KRFT",-0.126143
"5/13/2011","KRFT",3.19432
"5/20/2011","KRFT",1.1194
"5/27/2011","KRFT",-0.629111
"5/6/2011","KRFT",1.42857
"6/10/2011","KRFT",-0.821837
"6/17/2011","KRFT",1.65094
"6/24/2011","KRFT",0.610643
"6/3/2011","KRFT",-1.98333
"1/14/2011","MCD",-0.255892
"1/21/2011","MCD",0.482251
"1/28/2011","MCD",-1.3064
"1/7/2011","MCD",-3.54086
"2/11/2011","MCD",2.71145
"2/18/2011","MCD",0.0788747
"2/25/2011","MCD",-1.98815
"2/4/2011","MCD",0.338753
"3/11/2011","MCD",0.458235
"3/18/2011","MCD",-4.08673
"3/25/2011","MCD",2.38095
"3/4/2011","MCD",2.03999
"4/1/2011","MCD",0.582396
"4/15/2011","MCD",1.61523
"4/21/2011","MCD",0.0260112
"4/29/2011","MCD",1.50356
"4/8/2011","MCD",-0.35382
"5/13/2011","MCD",1.61087
"5/20/2011","MCD",2.34958
"5/27/2011","MCD",0.110389
"5/6/2011","MCD",0.382653
"6/10/2011","MCD",-0.297767
"6/17/2011","MCD",2.59853
"6/24/2011","MCD",-0.58309
"6/3/2011","MCD",-1.93596
"1/14/2011","MMM",2.80047
"1/21/2011","MMM",1.65073
"1/28/2011","MMM",-1.98408
"1/7/2011","MMM",-0.599424
"2/11/2011","MMM",4.11705
"2/18/2011","MMM",1.35194
"2/25/2011","MMM",-2.67443
"2/4/2011","MMM",0.409417
"3/11/2011","MMM",-1.04774
"3/18/2011","MMM",-2.44491
"3/25/2011","MMM",2.21558
"3/4/2011","MMM",0.31556
"4/1/2011","MMM",0.768232
"4/15/2011","MMM",-0.822737
"4/21/2011","MMM",2.15358
"4/29/2011","MMM",3.514
"4/8/2011","MMM",0.58265
"5/13/2011","MMM",0.745016
"5/20/2011","MMM",-2.07243
"5/27/2011","MMM",1.27858
"5/6/2011","MMM",-2.0291
"6/10/2011","MMM",0.387254
"6/17/2011","MMM",0.702216
"6/24/2011","MMM",-0.579742
"6/3/2011","MMM",-3.56194
"1/14/2011","MRK",-8.13204
"1/21/2011","MRK",-0.498973
"1/28/2011","MRK",-2.70668
"1/7/2011","MRK",2.92091
"2/11/2011","MRK",0.394657
"2/18/2011","MRK",-0.363967
"2/25/2011","MRK",-1.70992
"2/4/2011","MRK",-1.20156
"3/11/2011","MRK",-0.818182
"3/18/2011","MRK",-1.81538
"3/25/2011","MRK",1.49579
"3/4/2011","MRK",2.67081
"4/1/2011","MRK",1.62876
"4/15/2011","MRK",2.46437
"4/21/2011","MRK",-0.467836
"4/29/2011","MRK",6.67656
"4/8/2011","MRK",0.989802
"5/13/2011","MRK",2.68624
"5/20/2011","MRK",0
"5/27/2011","MRK",-1.25443
"5/6/2011","MRK",-0.137212
"6/10/2011","MRK",-0.70028
"6/17/2011","MRK",1.02769
"6/24/2011","MRK",-2.09691
"6/3/2011","MRK",-1.56636
"1/14/2011","MSFT",0.35461
"1/21/2011","MSFT",-0.497159
"1/28/2011","MSFT",-0.963597
"1/7/2011","MSFT",1.96078
"2/11/2011","MSFT",-1.97842
"2/18/2011","MSFT",-0.514706
"2/25/2011","MSFT",-0.85885
"2/4/2011","MSFT",0
"3/11/2011","MSFT",-1.72216
"3/18/2011","MSFT",-2.70694
"3/25/2011","MSFT",1.74742
"3/4/2011","MSFT",-2.77257
"4/1/2011","MSFT",-0.701481
"4/15/2011","MSFT",-3.13097
"4/21/2011","MSFT",1.67331
"4/29/2011","MSFT",1.40845
"4/8/2011","MSFT",2.43615
"5/13/2011","MSFT",-2.9845
"5/20/2011","MSFT",-1.88301
"5/27/2011","MSFT",2.27179
"5/6/2011","MSFT",-0.269854
"6/10/2011","MSFT",-0.83682
"6/17/2011","MSFT",1.97562
"6/24/2011","MSFT",0.537857
"6/3/2011","MSFT",-4.24679
"1/14/2011","PFE",0.658617
"1/21/2011","PFE",0.0544959
"1/28/2011","PFE",-0.981997
"1/7/2011","PFE",3.61582
"2/11/2011","PFE",-2.28334
"2/18/2011","PFE",1.96599
"2/25/2011","PFE",-0.105932
"2/4/2011","PFE",6.10225
"3/11/2011","PFE",-0.86558
"3/18/2011","PFE",3.75321
"3/25/2011","PFE",0.147638
"3/4/2011","PFE",3.7467
"4/1/2011","PFE",-0.195886
"4/15/2011","PFE",-0.0973236
"4/21/2011","PFE",-2.60827
"4/29/2011","PFE",5.11278
"4/8/2011","PFE",-0.437956
"5/13/2011","PFE",1.89966
"5/20/2011","PFE",-0.71977
"5/27/2011","PFE",2.14739
"5/6/2011","PFE",-2.79092
"6/10/2011","PFE",-3.41018
"6/17/2011","PFE",0.896414
"6/24/2011","PFE",-0.049776
"6/3/2011","PFE",-0.761905
"1/14/2011","PG",1.75466
"1/21/2011","PG",0.39604
"1/28/2011","PG",-2.57967
"1/7/2011","PG",0.170834
"2/11/2011","PG",1.2197
"2/18/2011","PG",-0.771605
"2/25/2011","PG",-1.39652
"2/4/2011","PG",-1.14996
"3/11/2011","PG",-0.822581
"3/18/2011","PG",-0.720839
"3/25/2011","PG",-0.131234
"3/4/2011","PG",-1.22611
"4/1/2011","PG",1.6372
"4/15/2011","PG",3.48275
"4/21/2011","PG",-0.628239
"4/29/2011","PG",2.88523
"4/8/2011","PG",-0.434293
"5/13/2011","PG",2.97243
"5/20/2011","PG",1.0501
"5/27/2011","PG",-0.898204
"5/6/2011","PG",0.0459841
"6/10/2011","PG",-1.00979
"6/17/2011","PG",0.0618716
"6/24/2011","PG",-2.97628
"6/3/2011","PG",-1.35685
"1/14/2011","T",-0.385424
"1/21/2011","T",-0.770578
"1/28/2011","T",-3.40829
"1/7/2011","T",-2.7965
"2/11/2011","T",1.78763
"2/18/2011","T",0.598592
"2/25/2011","T",-0.670904
"2/4/2011","T",2.00584
"3/11/2011","T",1.82469
"3/18/2011","T",-1.34181
"3/25/2011","T",0.278067
"3/4/2011","T",-1.16814
"4/1/2011","T",5.51344
"4/15/2011","T",-0.325203
"4/21/2011","T",0.854701
"4/29/2011","T",1.46723
"4/8/2011","T",-0.0975927
"5/13/2011","T",0.673077
"5/20/2011","T",0
"5/27/2011","T",0.935484
"5/6/2011","T",-1.07595
"6/10/2011","T",-0.687398
"6/17/2011","T",1.61823
"6/24/2011","T",-0.717547
"6/3/2011","T",-2.63659
"1/14/2011","TRV",2.84262
"1/21/2011","TRV",0.695716
"1/28/2011","TRV",1.21509
"1/7/2011","TRV",-4.92066
"2/11/2011","TRV",2.91347
"2/18/2011","TRV",3.53501
"2/25/2011","TRV",-1.65016
"2/4/2011","TRV",2.86687
"3/11/2011","TRV",-0.641242
"3/18/2011","TRV",-0.701214
"3/25/2011","TRV",0.924025
"3/4/2011","TRV",-0.704698
"4/1/2011","TRV",1.04925
"4/15/2011","TRV",-0.0835422
"4/21/2011","TRV",3.37154
"4/29/2011","TRV",3.19635
"4/8/2011","TRV",-0.417851
"5/13/2011","TRV",-1.42338
"5/20/2011","TRV",-0.431862
"5/27/2011","TRV",-0.356333
"5/6/2011","TRV",-0.204531
"6/10/2011","TRV",-3.48818
"6/17/2011","TRV",-2.02977
"6/24/2011","TRV",-1.54594
"6/3/2011","TRV",-1.24294
"1/14/2011","UTX",1.03488
"1/21/2011","UTX",1.16044
"1/28/2011","UTX",1.45776
"1/7/2011","UTX",-0.138906
"2/11/2011","UTX",2.83645
"2/18/2011","UTX",-0.0705302
"2/25/2011","UTX",-1.38396
"2/4/2011","UTX",0.880196
"3/11/2011","UTX",-2.10767
"3/18/2011","UTX",-0.718355
"3/25/2011","UTX",2.73063
"3/4/2011","UTX",-0.86145
"4/1/2011","UTX",1.87463
"4/15/2011","UTX",-1.82353
"4/21/2011","UTX",5.44794
"4/29/2011","UTX",2.96552
"4/8/2011","UTX",-0.992295
"5/13/2011","UTX",0.112511
"5/20/2011","UTX",-1.08524
"5/27/2011","UTX",-0.0925819
"5/6/2011","UTX",-0.910807
"6/10/2011","UTX",-0.277342
"6/17/2011","UTX",1.98987
"6/24/2011","UTX",-0.0355619
"6/3/2011","UTX",-4.32184
"1/14/2011","VZ",-2.98222
"1/21/2011","VZ",-1.21538
"1/28/2011","VZ",2.15023
"1/7/2011","VZ",-0.36051
"2/11/2011","VZ",0.247934
"2/18/2011","VZ",0.853759
"2/25/2011","VZ",-0.745033
"2/4/2011","VZ",1.87991
"3/11/2011","VZ",-0.774979
"3/18/2011","VZ",0.279799
"3/25/2011","VZ",1.71849
"3/4/2011","VZ",0.0554631
"4/1/2011","VZ",2.75107
"4/15/2011","VZ",0.264901
"4/21/2011","VZ",-1.83511
"4/29/2011","VZ",1.9153
"4/8/2011","VZ",-2.10226
"5/13/2011","VZ",-0.0536481
"5/20/2011","VZ",-0.295223
"5/27/2011","VZ",-0.217687
"5/6/2011","VZ",-2.73937
"6/10/2011","VZ",-1.06832
"6/17/2011","VZ",0.794777
"6/24/2011","VZ",1.83876
"6/3/2011","VZ",-3.46789
"1/14/2011","WMT",2.16216
"1/21/2011","WMT",1.12502
"1/28/2011","WMT",2.36505
"1/7/2011","WMT",-0.2766
"2/11/2011","WMT",-0.677724
"2/18/2011","WMT",0.217155
"2/25/2011","WMT",-3.82828
"2/4/2011","WMT",-0.744021
"3/11/2011","WMT",0.631458
"3/18/2011","WMT",-1.58548
"3/25/2011","WMT",1.19853
"3/4/2011","WMT",0.618357
"4/1/2011","WMT",-0.344102
"4/15/2011","WMT",1.92234
"4/21/2011","WMT",0.941974
"4/29/2011","WMT",2.57463
"4/8/2011","WMT",0.439686
"5/13/2011","WMT",1.36438
"5/20/2011","WMT",-0.575436
"5/27/2011","WMT",-0.364299
"5/6/2011","WMT",-0.108932
"6/10/2011","WMT",-2.1166
"6/17/2011","WMT",-0.1701
"6/24/2011","WMT",-0.550285
"6/3/2011","WMT",-2.22303
"1/14/2011","XOM",3.60708
"1/21/2011","XOM",1.52976
"1/28/2011","XOM",0.177552
"1/7/2011","XOM",2.53663
"2/11/2011","XOM",-0.754943
"2/18/2011","XOM",3.04878
"2/25/2011","XOM",0.435448
"2/4/2011","XOM",4.2042
"3/11/2011","XOM",-4.33364
"3/18/2011","XOM",-1.00404
"3/25/2011","XOM",2.13754
"3/4/2011","XOM",-0.919995
"4/1/2011","XOM",0.97782
"4/15/2011","XOM",-1.93136
"4/21/2011","XOM",3.91048
"4/29/2011","XOM",1.95851
"4/8/2011","XOM",2.0057
"5/13/2011","XOM",-2.578
"5/20/2011","XOM",1.68287
"5/27/2011","XOM",3.00424
"5/6/2011","XOM",-6.14075
"6/10/2011","XOM",-1.42098
"6/17/2011","XOM",-1.225
"6/24/2011","XOM",-2.37762
"6/3/2011","XOM",-2.52161
